                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r23.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20241201"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87 
                            model_number                                 star_age                                star_mass                             log_abs_mdot                                   log_dt                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                             fe_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                           surf_avg_omega            surf_avg_omega_div_omega_crit                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      cno                                tri_alpha                        v_div_csound_surf                              num_retries                             model_number                                      age                              period_days                        binary_separation                                  v_orb_1                                  v_orb_2                                     rl_1                                     rl_2                   rl_relative_overflow_1                   rl_relative_overflow_2                              star_1_mass                              star_2_mass                        lg_mtransfer_rate                           lg_mstar_dot_1                           lg_mstar_dot_2                         lg_system_mdot_1                         lg_system_mdot_2                           lg_wind_mdot_1                           lg_wind_mdot_2                      fixed_xfer_fraction                        eff_xfer_fraction                                    J_orb                                     Jdot                                  jdot_mb                                  jdot_gr                                  jdot_ml                                  jdot_ls                        jdot_missing_wind                               extra_jdot                              donor_index                         point_mass_index 
                                       1                  7.8798561094677032E+004                  8.0000000000000004E-001                 -9.8999999999999986E+001                  4.8965182871044366E+000                                     3832                  7.2400823955548671E-002                  9.0387075252765348E-002                  3.9064931751463014E-008                  9.9999999994762456E-001                  9.3468418988533197E-001                  9.0387075252765348E-002                  3.9064931751463014E-008                  9.9999999994762456E-001                  9.3468418988533197E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.7326595024651350E-001                 -5.0104030369787885E+001                 -9.8999999999999986E+001                 -5.7326595024651361E-001                  3.6890103466952606E+000                  2.6396084019939198E-001                 -5.7846049792857346E-001                 -1.4459778149031097E-001                  4.6303531772756985E+000                  4.2692656320208895E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0763599771646453E+000                  1.8993863734050909E+000                  1.7104943744371983E+001                  6.2133995165624301E-001                  8.4979637309329992E-001                  6.9953004497303672E-001                  2.8027049003467613E-001                  3.3787135878416046E-003                  9.3805254270002587E-003                  3.4468833607860672E-003                  9.3805276451495254E-003                  5.5992485637323430E-001                  2.2400340965902968E-001                 -5.8373284921650659E-001                 -2.1964551679357105E+000                 -5.0104030369787885E+001                  0.0000000000000000E+000                                        0                  1.0000000000000000E+000                  7.8798561094677032E+004                  4.9999858508587330E-001                  3.2834835230581225E+000                  1.3989125978216941E+002                  1.9235048220048301E+002                  1.3356093509300269E+000                  1.1548256541421380E+000                 -2.6162212750830277E-001                 -3.7929421154964293E-001                  1.1000000000000001E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.9894985860415190E+051                 -2.6513277030776691E+033                  0.0000000000000000E+000                 -2.6513277030776691E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  2.0455067983397318E+006                  8.0000000000000004E-001                 -9.8999999999999986E+001                  5.6091495015330599E+000                                      797                  6.0884017384041936E-002                  7.4628839875818198E-002                  7.8129685975433766E-008                  9.9999999994450006E-001                  9.3540400590370953E-001                  7.4628839875818198E-002                  7.8129685975433766E-008                  9.9999999994450006E-001                  9.3540400590370953E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.8750296845793459E-001                 -5.0137724688300082E+001                 -9.8999999999999986E+001                 -5.8750296845793459E-001                  3.6867244562359867E+000                  2.5556882999752212E-001                 -5.9249211524583323E-001                 -1.4704180923039212E-001                  4.6352412327558605E+000                  4.3175883454166331E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0758231337515314E+000                  1.8981332854143271E+000                  1.7103128194670550E+001                  6.2136175503756441E-001                  8.4977252909132595E-001                  6.9948492928399042E-001                  2.8032128268140716E-001                  3.3664733852645182E-003                  9.3805250534290674E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  5.5991784998560112E-001                  2.2400720130601878E-001                 -5.9797427735066444E-001                 -2.2105114434661850E+000                 -5.0137724688300082E+001                  0.0000000000000000E+000                                        0                  1.0000000000000000E+001                  2.0455067983397320E+006                  4.9996326880719777E-001                  3.2833289069082250E+000                  1.3989455357240055E+002                  1.9235501116205077E+002                  1.3355464583422740E+000                  1.1547712744885799E+000                 -2.4588573316319304E-001                 -3.8274840801217053E-001                  1.1000000000000001E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.9893340196479372E+051                 -2.6516918704053236E+033                  0.0000000000000000E+000                 -2.6516918704053236E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.0999388583523065E+007                  8.0000000000000004E-001                 -9.8999999999999986E+001                  6.1270124206189536E+000                                      794                  4.1660060251288655E-002                  9.9999999994450006E-001                  9.3397360302437760E-001                  4.9805933345612285E-002                  7.8129685975433766E-008                  9.9999999994450006E-001                  9.3397360302437760E-001                  4.9805933345612285E-002                  7.8129685975433766E-008                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.9889751596421403E-001                 -5.0254974671766227E+001                 -9.8999999999999986E+001                 -5.9889751596421426E-001                  3.6845327002449761E+000                  2.4889281055467402E-001                 -6.0398764811429961E-001                 -1.4840606368260445E-001                  4.6379697416602852E+000                  4.3447995185516003E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0735906704969542E+000                  1.9006309834901505E+000                  1.7103363303409942E+001                  6.2147197272573362E-001                  8.4965620377166107E-001                  6.9925683437119346E-001                  2.8055255452944972E-001                  3.3035304602013773E-003                  9.3805231081501676E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  5.5988591824135647E-001                  2.2402328143478042E-001                 -6.0846018513671152E-001                 -2.2608752572896136E+000                 -5.0254974671766227E+001                  0.0000000000000000E+000                                        0                  2.0000000000000000E+001                  1.0999388583523067E+007                  4.9980243560996784E-001                  3.2826247263746597E+000                  1.3990955768451661E+002                  1.9237564181621033E+002                  1.3352600216664789E+000                  1.1545236089408168E+000                 -2.2977343025856750E-001                 -3.8455234954788398E-001                  1.1000000000000001E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.9885844729194434E+051                 -2.6534755723413002E+033                  0.0000000000000000E+000                 -2.6534755723413002E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      30                  3.4712132355685122E+007                  8.0000000000000004E-001                 -9.8999999999999986E+001                  5.9534793581544649E+000                                      788                  1.7134241625844128E-002                  9.9999999994450006E-001                  9.3254141757404019E-001                  2.1194882197840326E-002                  7.8129685975433766E-008                  9.9999999994450006E-001                  9.3254141757404019E-001                  2.1194882197840326E-002                  7.8129685975433766E-008                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.9649422237018990E-001                 -5.0490906595496327E+001                 -1.6255619765854984E+001                 -5.9649422237018979E-001                  3.6837192919823778E+000                  2.4932457299376287E-001                 -6.0323491608236723E-001                 -1.4640288114144151E-001                  4.6339633765779595E+000                  4.3049030633954659E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0693321365917088E+000                  1.8978106819193905E+000                  1.7096054394789647E+001                  6.2180058868340882E-001                  8.4931432822188158E-001                  6.9857747748524235E-001                  2.8121176408952653E-001                  3.1035457790297488E-003                  9.3805166001917021E-003                  3.4468833607860720E-003                  9.3805276451495393E-003                  5.5980646731548667E-001                  2.2406911754459738E-001                 -6.0394283746062849E-001                 -2.3659219856925406E+000                 -5.0490906595496327E+001                  0.0000000000000000E+000                                        0                  3.0000000000000000E+001                  3.4712132355685122E+007                  4.7669560601527666E-001                  3.1806539678466512E+000                  1.4213459293773866E+002                  1.9543506528939068E+002                  1.2937817874511934E+000                  1.1186597323312577E+000                 -2.0244933230708761E-001                 -3.6188476501925487E-001                  1.1000000000000001E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.8791822049636247E+051                 -3.0997960211331907E+035                 -3.0704229489697086E+035                 -2.9373072163481984E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      40                  4.1639419804406933E+007                  8.0000000000000004E-001                 -9.8999999999999986E+001                  5.8093262216294432E+000                                      785                  1.1180109075611828E-002                  9.9999999994450006E-001                  9.3213685584575146E-001                  1.2416803868396109E-002                  7.8129685975433766E-008                  9.9999999994450006E-001                  9.3213685584575146E-001                  1.2416803868396109E-002                  7.8129685975433766E-008                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.9729338454916703E-001                 -5.0550557785669653E+001                 -9.8999999999999986E+001                 -5.9729338454916714E-001                  3.6835031610338396E+000                  2.4938554279195055E-001                 -6.0312872675029061E-001                 -1.4591752457832743E-001                  4.6329926634517316E+000                  4.2952917065586036E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0682385629474265E+000                  1.8972779666808672E+000                  1.7094356809650705E+001                  6.2190546402176816E-001                  8.4920503750798393E-001                  6.9836094653087888E-001                  2.8142269179438556E-001                  3.0330159259381959E-003                  9.3805141544484744E-003                  3.4468833607860720E-003                  9.3805276451495393E-003                  5.5978437068445630E-001                  2.2408302810510383E-001                 -6.0430708739841410E-001                 -2.3926324656436577E+000                 -5.0550557785669653E+001                  0.0000000000000000E+000                                        0                  4.0000000000000000E+001                  4.1639419804406933E+007                  4.6198205980180512E-001                  3.1148638246888392E+000                  1.4362778713030318E+002                  1.9748820730416688E+002                  1.2670205962396230E+000                  1.0955208481021195E+000                 -1.8525912994732610E-001                 -3.4767829583435705E-001                  1.1000000000000001E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.8076643244526206E+051                 -3.4169741704982180E+035                 -3.3853150509778969E+035                 -3.1659119520320884E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      50                  4.7731642052286953E+007                  8.0000000000000004E-001                 -9.8999999999999986E+001                  5.7644182544845606E+000                                      781                  7.5239221575251480E-003                  9.9999999994450006E-001                  9.3185537333378154E-001                  8.9974299798781243E-003                  7.8129685975433766E-008                  9.9999999994450006E-001                  9.3185537333378154E-001                  8.9974299798781243E-003                  7.8129685975433766E-008                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.9804212477457364E-001                 -5.0591743580824321E+001                 -1.6255619765854984E+001                 -5.9804212477457352E-001                  3.6833503021306071E+000                  2.4946398978561787E-001                 -6.0299213607704116E-001                 -1.4554351143523814E-001                  4.6322446371655523E+000                  4.2878998887795497E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0674889200852622E+000                  1.8968075232808106E+000                  1.7093069542738739E+001                  6.2200145232329951E-001                  8.4910533483943640E-001                  6.9816287444686931E-001                  2.8161356904625190E-001                  2.9658465651682254E-003                  9.3805117379640972E-003                  3.4468833607860720E-003                  9.3805276451495393E-003                  5.5976527095813522E-001                  2.2409540563359240E-001                 -6.0474980748758800E-001                 -2.4126034493532340E+000                 -5.0591743580824321E+001                  0.0000000000000000E+000                                        0                  5.0000000000000000E+001                  4.7731642052286945E+007                  4.4805483898923110E-001                  3.0519431467711122E+000                  1.4510079178580352E+002                  1.9951358870547983E+002                  1.2414266058316850E+000                  1.0733911762078838E+000                 -1.6810373868540882E-001                 -3.3365603655021531E-001                  1.1000000000000001E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.7385556647438223E+051                 -3.7497244391773576E+035                 -3.7157213109989070E+035                 -3.4003128178450236E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      60                  5.2957715729438357E+007                  8.0000000000000004E-001                 -9.8999999999999986E+001                  5.6750126611152059E+000                                      780                  5.6797673489206221E-003                  9.9999999994450006E-001                  9.3165148802384623E-001                  5.9384198907877495E-003                  7.8129685975433766E-008                  9.9999999994450006E-001                  9.3165148802384623E-001                  5.9384198907877495E-003                  7.8129685975433766E-008                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.9868487066462051E-001                 -5.0621153290420629E+001                 -9.8999999999999986E+001                 -5.9868487066462062E-001                  3.6832399055995846E+000                  2.4952942897087510E-001                 -6.0287822725118456E-001                 -1.4526576396026361E-001                  4.6316891422156035E+000                  4.2824188519149058E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0669433700016855E+000                  1.8964604243519723E+000                  1.7092117729496536E+001                  6.2208574910031478E-001                  8.4901798286587904E-001                  6.9798898840289936E-001                  2.8177991092255922E-001                  2.9058576343583857E-003                  9.3805095136527510E-003                  3.4468833607860716E-003                  9.3805276451495393E-003                  5.5974909044367249E-001                  2.2410610451689361E-001                 -6.0517293979857800E-001                 -2.4275937090222439E+000                 -5.0621153290420629E+001                  0.0000000000000000E+000                                        0                  6.0000000000000000E+001                  5.2957715729438357E+007                  4.3523034811598016E-001                  2.9934253908711876E+000                  1.4651219767235790E+002                  2.0145427179949212E+002                  1.2176235742566743E+000                  1.0528100448388673E+000                 -1.5152812284796974E-001                 -3.2019521657789829E-001                  1.1000000000000001E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6736406796218134E+051                 -4.0986501118379106E+035                 -4.0622366418053961E+035                 -3.6413470032514130E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      70                  5.7359889487996146E+007                  8.0000000000000004E-001                 -9.8999999999999986E+001                  5.6110171102175252E+000                                      780                  4.7414717983835890E-003                  9.9999999994450006E-001                  9.3150611485860935E-001                  4.5651477472106738E-003                  7.8129685975433766E-008                  9.9999999994450006E-001                  9.3150611485860935E-001                  4.5651477472106738E-003                  7.8129685975433766E-008                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.9910003197996708E-001                 -5.0642157758455788E+001                 -9.8999999999999986E+001                 -5.9910003197996720E-001                  3.6831634012086565E+000                  2.4959529825308130E-001                 -6.0276359992701145E-001                 -1.4505544151632230E-001                  4.6312684973277207E+000                  4.2782730347937875E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0665466486424062E+000                  1.8962274091941556E+000                  1.7091437727753060E+001                  6.2215761693012361E-001                  8.4894371768837340E-001                  6.9784076218681279E-001                  2.8192054870129601E-001                  2.8548510586842517E-003                  9.3805075790859855E-003                  3.4468833607860720E-003                  9.3805276451495393E-003                  5.5973558404502388E-001                  2.2411516507611309E-001                 -6.0542568585330003E-001                 -2.4389379067127912E+000                 -5.0642157758455788E+001                  0.0000000000000000E+000                                        0                  7.0000000000000000E+001                  5.7359889487996139E+007                  4.2430929439633575E-001                  2.9431384175444397E+000                  1.4775856272598602E+002                  2.0316802374823078E+002                  1.1971685449155740E+000                  1.0351237411132426E+000                 -1.3677268318622596E-001                 -3.0824502849954699E-001                  1.1000000000000001E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.6173475459441625E+051                 -4.1701078369298133E+035                 -4.1314414915900689E+035                 -3.8666345339744238E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      80                  6.1027243585436933E+007                  8.0000000000000004E-001                 -9.8999999999999986E+001                  5.5255717006992304E+000                                      780                  3.8338798014571074E-003                  9.9999999994450006E-001                  9.3139997681588083E-001                  4.5651477472106738E-003                  7.8129685975433766E-008                  9.9999999994450006E-001                  9.3139997681588083E-001                  4.5651477472106738E-003                  7.8129685975433766E-008                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.9936872743130265E-001                 -5.0658084935824583E+001                 -9.8999999999999986E+001                 -5.9936872743130309E-001                  3.6831100946192268E+000                  2.4965754269519877E-001                 -6.0265530843354898E-001                 -1.4489468259073107E-001                  4.6309469794765388E+000                  4.2751069063624833E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.0662398942860882E+000                  1.8960983561307063E+000                  1.7090960236638601E+001                  6.2221803943261211E-001                  8.4888126118762575E-001                  6.9771616436683015E-001                  2.8203891910133927E-001                  2.8118120220805738E-003                  9.3805059127569992E-003                  3.4468833607860720E-003                  9.3805276451495393E-003                  5.5972440765289355E-001                  2.2412274393222265E-001                 -6.0557074000659572E-001                 -2.4477177121731266E+000                 -5.0658084935824583E+001                  0.0000000000000000E+000                                        0                  8.0000000000000000E+001                  6.1027243585436910E+007                  4.1473707570347523E-001                  2.8987064161875749E+000                  1.4888669377349183E+002                  2.0471920393855126E+002                  1.1790951189105325E+000                  1.0194966747151764E+000                 -1.2333006960070861E-001                 -2.9738162422779624E-001                  1.1000000000000001E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.5672071671802076E+051                 -4.4717966015652325E+035                 -4.4309897475754502E+035                 -4.0806853989782236E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
