                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r23.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20241120"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87 
                            model_number                                 star_age                                star_mass                             log_abs_mdot                                   log_dt                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                             fe_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                           surf_avg_omega            surf_avg_omega_div_omega_crit                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      cno                                tri_alpha                        v_div_csound_surf                              num_retries                             model_number                                      age                              period_days                        binary_separation                                  v_orb_1                                  v_orb_2                                     rl_1                                     rl_2                   rl_relative_overflow_1                   rl_relative_overflow_2                              star_1_mass                              star_2_mass                        lg_mtransfer_rate                           lg_mstar_dot_1                           lg_mstar_dot_2                         lg_system_mdot_1                         lg_system_mdot_2                           lg_wind_mdot_1                           lg_wind_mdot_2                      fixed_xfer_fraction                        eff_xfer_fraction                                    J_orb                                     Jdot                                  jdot_mb                                  jdot_gr                                  jdot_ml                                  jdot_ls                        jdot_missing_wind                               extra_jdot                              donor_index                         point_mass_index 
                                       1                  1.0000000000000000E+005                  1.0000000000000000E+000                 -9.8999999999999986E+001                  5.0000000000000000E+000                                     3832                  8.4531384418069011E-002                  8.4454782405631867E-002                  3.9064931751463014E-008                  9.9999999996481204E-001                  9.7177887088860504E-001                  8.4454782405631867E-002                  3.9064931751463014E-008                  9.9999999996481204E-001                  9.7177887088860504E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4975331926850122E-001                 -4.6891163343799015E+001                 -1.5954589770191003E+001                 -1.4975331926850113E-001                  3.7496834564584209E+000                  7.0871639793812491E-001                 -1.4952751862601793E-001                 -5.1477511365353737E-002                  4.5410226500338400E+000                  3.4755428718833544E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.1366563127625779E+000                  1.8873479082957136E+000                  1.7152668472187386E+001                  6.2135924775364637E-001                  8.4976174238790070E-001                  6.9949846207059951E-001                  2.8035052511519132E-001                  2.9911972601906261E-003                  9.3805037551786142E-003                  3.4468833607860672E-003                  9.3805276451495254E-003                  6.9990099277973650E-001                  2.8001921110333633E-001                 -2.1333810885074714E-001                 -1.0155889640970259E+000                 -4.6891163343799015E+001                  0.0000000000000000E+000                                        0                  1.0000000000000000E+000                  1.0000000000000000E+005                  4.9999833794239817E-001                  3.2248362440421809E+000                  1.4502561527835195E+002                  1.8128201909793995E+002                  1.2847098159975712E+000                  1.1602067981139650E+000                 -3.0861899078137395E-001                 -3.8223282392411478E-001                  1.0000000000000000E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.4696427017974939E+051                 -2.2716012723444376E+033                  0.0000000000000000E+000                 -2.2716012723444376E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  2.5958682112000003E+006                  1.0000000000000000E+000                 -9.8999999999999986E+001                  5.7126312144286233E+000                                      815                  7.0432315182990465E-002                  7.0339461879593335E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7101432190013226E-001                  7.0339461879593335E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7101432190013226E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5818896737883426E-001                 -4.6938077145962509E+001                 -1.5954589770191003E+001                 -1.5818896737883420E-001                  3.7482846998218275E+000                  6.8955425244015123E-001                 -1.6143155891745528E-001                 -5.4632018237886340E-002                  4.5473316637789054E+000                  3.5264007384442280E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.1357498747887202E+000                  1.8887250305194452E+000                  1.7153108282685935E+001                  6.2142624938073987E-001                  8.4969366430158333E-001                  6.9936370594603703E-001                  2.8045866309939160E-001                  2.8062789623933531E-003                  9.3804923127956928E-003                  3.4468833607860733E-003                  9.3805276451495393E-003                  6.9987923812712360E-001                  2.8003140841603918E-001                 -2.1659435804302113E-001                 -1.0583958170172516E+000                 -4.6938077145962509E+001                  0.0000000000000000E+000                                        0                  1.0000000000000000E+001                  2.5958682111999998E+006                  4.9995685257157724E-001                  3.2246578629458686E+000                  1.4502962647451452E+002                  1.8128703309314318E+002                  1.2846387525611425E+000                  1.1601426215341528E+000                 -3.1358468789156690E-001                 -3.8623756973489665E-001                  1.0000000000000000E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.4694637659027416E+051                 -2.2719677910928292E+033                  0.0000000000000000E+000                 -2.2719677910928292E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.8668799962237377E+007                  1.0000000000000000E+000                 -9.8999999999999986E+001                  6.5044436749048709E+000                                      806                  4.0539243041210329E-002                  3.8347038686210977E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7076667562612096E-001                  3.8347038686210977E-002                  7.8129685642366859E-008                  9.9999999996481237E-001                  9.7076667562612096E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5720216191756578E-001                 -4.7033818770212946E+001                 -1.5477468515471340E+001                 -1.5720216191756556E-001                  3.7485659338060686E+000                  6.9940364377355146E-001                 -1.5527210942079106E-001                 -5.2114761458035702E-002                  4.5422971502192047E+000                  3.4857573374239808E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.1336156818933043E+000                  1.8963985737267421E+000                  1.7158398781531218E+001                  6.2189025994343516E-001                  8.4922395619006841E-001                  6.9842627939097235E-001                  2.8121790016329468E-001                  1.7012583319732878E-003                  9.3803994327060856E-003                  3.4468833607860729E-003                  9.3805276451495393E-003                  6.9974924988655207E-001                  2.8011813762821813E-001                 -1.9214543316299382E-001                 -1.2689774086392003E+000                 -4.7033818770212946E+001                  0.0000000000000000E+000                                        0                  2.0000000000000000E+001                  1.8668799962237373E+007                  4.9968957439967981E-001                  3.2235084871329440E+000                  1.4505548008852821E+002                  1.8131935011066028E+002                  1.2841808643840722E+000                  1.1597291079381657E+000                 -3.0934836487187273E-001                 -3.8610358290133645E-001                  1.0000000000000000E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.4683106966152061E+051                 -2.2743310143376412E+033                  0.0000000000000000E+000                 -2.2743310143376412E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      30                  5.9393560657812275E+007                  1.0000000000000000E+000                 -9.8999999999999986E+001                  5.9160448936695138E+000                                      792                  5.3508375343725104E-003                  9.9999999996481248E-001                  9.7188381314797889E-001                  4.5651477472103408E-003                  7.8129685642366859E-008                  9.9999999996481248E-001                  9.7188381314797889E-001                  4.5651477472103408E-003                  7.8129685642366859E-008                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4702188288235837E-001                 -4.7024851031111197E+001                 -1.5954589770191003E+001                 -1.4702188288235832E-001                  3.7499099333482091E+000                  7.1478836952487179E-001                 -1.4582252260772413E-001                 -5.0077967135783254E-002                  4.5382235615746991E+000                  3.4532145456025610E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.1329631022935951E+000                  1.9130852978176045E+000                  1.7173717579864384E+001                  6.2312992697220038E-001                  8.4795170699081079E-001                  6.9588596388860535E-001                  2.8353456633460378E-001                  2.8377196371326863E-004                  9.3800017643820358E-003                  3.4468833607860733E-003                  9.3805276451495410E-003                  6.9943848035381595E-001                  2.8036604711813090E-001                 -1.6172851413924760E-001                 -1.6246255560197365E+000                 -4.7024851031111197E+001                  0.0000000000000000E+000                                        1                  3.0000000000000000E+001                  5.9393560657812268E+007                  4.9140130021001932E-001                  3.1877639866363956E+000                  1.4586646890567300E+002                  1.8233308613209130E+002                  1.2699409752297981E+000                  1.1468692262781590E+000                 -2.9832097145334457E-001                 -3.7566152949766368E-001                  1.0000000000000000E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.4323481640323039E+051                 -4.0235604056997425E+035                 -4.0001737265608816E+035                 -2.3386679138861187E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      40                  6.4541101965086803E+007                  1.0000000000000000E+000                 -9.8999999999999986E+001                  5.6640422999300846E+000                                      789                  8.2060188939277125E-004                  9.9999999996481248E-001                  9.7196285689414663E-001                  4.7021438523636716E-004                  7.8129685638264837E-008                  9.9999999996481248E-001                  9.7196285689414663E-001                  4.7021438523636716E-004                  7.8129685638264837E-008                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4605439650955265E-001                 -4.7026858577942939E+001                 -9.8999999999999986E+001                 -1.4605439650955274E-001                  3.7500086626181690E+000                  7.1596354749177049E-001                 -1.4510908876222964E-001                 -4.9918708752955392E-002                  4.5379050448090439E+000                  3.4506828452696987E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.1327819856593679E+000                  1.9147389864773603E+000                  1.7175083350819047E+001                  6.2330576467018828E-001                  8.4776988063147241E-001                  6.9552344877912020E-001                  2.8388458591504240E-001                  1.8825429649197938E-004                  9.3799117277122094E-003                  3.4468833607860729E-003                  9.3805276451495393E-003                  6.9939967888052057E-001                  2.8039864624688460E-001                 -1.5957956611225874E-001                 -1.6594410224656433E+000                 -4.7026858577942939E+001                  0.0000000000000000E+000                                        1                  4.0000000000000000E+001                  6.4541101965086788E+007                  4.7568945881415664E-001                  3.1194472363910757E+000                  1.4745507612101537E+002                  1.8431884515126922E+002                  1.2427249577345334E+000                  1.1222907509505800E+000                 -2.8269101496472293E-001                 -3.6164864099561816E-001                  1.0000000000000000E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.3630492631481494E+051                 -4.4640665200649311E+035                 -4.4387305870500092E+035                 -2.5335933014922137E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      50                  6.8900524228296950E+007                  1.0000000000000000E+000                 -9.8999999999999986E+001                  5.6191374544537958E+000                                      788                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7201439949019464E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7201439949019464E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4537634235285346E-001                 -4.7024801392469648E+001                 -1.5255619765854984E+001                 -1.4537634235285313E-001                  3.7500769744687563E+000                  7.1679605169922389E-001                 -1.4460439554732982E-001                 -4.9802985846679720E-002                  4.5376735989964923E+000                  3.4488443845999405E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.1326503067753633E+000                  1.9157677780062765E+000                  1.7175881578817975E+001                  6.2346155732941011E-001                  8.4760878682202689E-001                  6.9520179409701910E-001                  2.8419746702041848E-001                  1.2594903826601840E-004                  9.3798171468443981E-003                  3.4468833607860729E-003                  9.3805276451495393E-003                  6.9936687537169162E-001                  2.8042642416616664E-001                 -1.5807879310489104E-001                 -1.6856088790289960E+000                 -4.7024801392469648E+001                  0.0000000000000000E+000                                        1                  5.0000000000000000E+001                  6.8900524228296921E+007                  4.6134959916779272E-001                  3.0564365946741385E+000                  1.4896726844454463E+002                  1.8620908555568082E+002                  1.2176227870194749E+000                  1.0996212665671250E+000                 -2.6770807175630701E-001                 -3.4822687027884797E-001                  1.0000000000000000E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.2984568573771230E+051                 -4.8967615224683101E+035                 -4.8695497457806893E+035                 -2.7211776687620783E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      60                  7.2834354429500416E+007                  1.0000000000000000E+000                 -9.8999999999999986E+001                  5.5745805633493113E+000                                      789                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7205351920657845E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7205351920657845E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4484395539256950E-001                 -4.7022128417398022E+001                 -9.8999999999999986E+001                 -1.4484395539256983E-001                  3.7501294687633222E+000                  7.1746211321829523E-001                 -1.4420102763183038E-001                 -4.9706290478063068E-002                  4.5374802082592591E+000                  3.4473089608113849E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.1326196766970389E+000                  1.9165020051401040E+000                  1.7176494285058872E+001                  6.2360115278611361E-001                  8.4746448102157457E-001                  6.9491318284197956E-001                  2.8447990384904065E-001                  8.8831548149676071E-005                  9.3797308721183196E-003                  3.4468833607860729E-003                  9.3805276451495393E-003                  6.9933731482203632E-001                  2.8045160572894923E-001                 -1.5690918275513041E-001                 -1.7071114039918045E+000                 -4.7022128417398022E+001                  0.0000000000000000E+000                                        1                  6.0000000000000000E+001                  7.2834354429500386E+007                  4.4744331438177115E-001                  2.9947044962163303E+000                  1.5049482366900017E+002                  1.8811852958625022E+002                  1.1930299621908049E+000                  1.0774117666506842E+000                 -2.5244636312863694E-001                 -3.3457973514727624E-001                  1.0000000000000000E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.2345261490382420E+051                 -5.3706293094081170E+035                 -5.3414031380649943E+035                 -2.9226171343122643E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      70                  7.6384805908099875E+007                  1.0000000000000000E+000                 -9.8999999999999986E+001                  5.5300681303607258E+000                                      789                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7208403087808626E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7208403087808626E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4441667000647296E-001                 -4.7019420146729388E+001                 -9.8999999999999986E+001                 -1.4441667000647310E-001                  3.7501709117051742E+000                  7.1800859152218832E-001                 -1.4387035906082804E-001                 -4.9623842076265814E-002                  4.5373153114556644E+000                  3.4460003042457305E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.1326130093182503E+000                  1.9170751451448793E+000                  1.7176978386993085E+001                  6.2372626319328595E-001                  8.4733504828179906E-001                  6.9465432238165625E-001                  2.8473499187607804E-001                  6.6048195459578659E-005                  9.3796529962805169E-003                  3.4468833607860720E-003                  9.3805276451495393E-003                  6.9931066616544924E-001                  2.8047441694480985E-001                 -1.5597527167860331E-001                 -1.7250621668637138E+000                 -4.7019420146729388E+001                  0.0000000000000000E+000                                        1                  7.0000000000000000E+001                  7.6384805908099800E+007                  4.3395646683987421E-001                  2.9342204225690840E+000                  1.5203801190863680E+002                  1.9004751488579601E+002                  1.1689343253132130E+000                  1.0556512715083941E+000                 -2.3689193018925039E-001                 -3.2068390665027247E-001                  1.0000000000000000E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.1712456094407876E+051                 -5.8897805959031019E+035                 -5.8583909570371490E+035                 -3.1389638865952937E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
                                      80                  7.9589529644445568E+007                  1.0000000000000000E+000                 -9.8999999999999986E+001                  5.4855900417469527E+000                                      788                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7210825266486856E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999996481248E-001                  9.7210825266486856E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4406736006839821E-001                 -4.7016812568851080E+001                 -9.8999999999999986E+001                 -1.4406736006839829E-001                  3.7502043511171954E+000                  7.1846627684596087E-001                 -1.4359361183514979E-001                 -4.9552347287468053E-002                  4.5371723218780691E+000                  3.4448659103247330E+004                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.1326191324190988E+000                  1.9175349473054788E+000                  1.7177369684188761E+001                  6.2383872199910095E-001                  8.4721865689204401E-001                  6.9442154687918034E-001                  2.8496537859065940E-001                  5.1531719511959201E-005                  9.3795826470030805E-003                  3.4468833607860720E-003                  9.3805276451495393E-003                  6.9928663655895618E-001                  2.8049506882066289E-001                 -1.5521494006780953E-001                 -1.7402329412798974E+000                 -4.7016812568851080E+001                  0.0000000000000000E+000                                        1                  8.0000000000000000E+001                  7.9589529644445479E+007                  4.2087633797813301E-001                  2.8749588470002143E+000                  1.5359700008700972E+002                  1.9199625010876215E+002                  1.1453257070506688E+000                  1.0343305973287449E+000                 -2.2103374549991422E-001                 -3.0652328945907409E-001                  1.0000000000000000E+000                  8.0000000000000004E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  6.1086083252132035E+051                 -6.4586351226786924E+035                 -6.4249219036514064E+035                 -3.3713219027285821E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000 
